text,label,ZeroShot,COT,FewShot,COT_with_examples,APE
'The product shall interface CSR and Datastream.The product shall exchange messages between CSR and EAM on a real time basis without any direct interfaces between two systems.',Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The Commissioner will be the only authorized user per league to adjust league settings.',Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The RMS System shall have Windows XP look and feel and use GUI futures making its use intuitive.',Quality,Quality,Quality,Non-Quality,Non-Quality,Quality
'The system shall be used by realtors with no training.',Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The product shall have audit capabilities.The product shall store messages for a minimum of one year for audit and transaction tracking purposes.',Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'Clinical site information shall include (but not be limited to) the name of the site contact person and contact information.',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The Disputes System must prevent users from accessing any dispute cases that do not belong to their cardholder base.',Quality,Quality,Quality,Non-Quality,Non-Quality,Non-Quality
'The product shall be able to handle 10 000 concurrent users within 2 years of the initial launch.',Quality,Quality,Quality,Quality,Quality,Quality
'The product shall be able support 1000 simultaneous users.',Quality,Quality,Quality,Quality,Quality,Quality
'The product shall have an intuitive user interface.',Quality,Quality,Quality,Quality,Quality,Quality
'IzognMovies shall meet the licensing requirements set forth by the appropriate organizations in order to stream African movies.',Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'We must be able to interface with the following browsers: IE 5.X 6.0 Netscape 6.x 7.x 8.x and Firefox 1.0.',Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
The system shall be easy to learn by callers and supervisors. Callers and supervisors shall learn how to use the system within 10 minutes.',Quality,Quality,Quality,Quality,Non-Quality,Quality
'The Disputes application shall interface with the Statement Database. The Statement Database provides the transaction details to the Disputes System. All transaction details must be obtained from the Statement Database',Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The system shall be able to call the seller or buyer to schedule an appointment',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'Defect reports will be available to technical units on a 24x7 basis.',Quality,Quality,Quality,Non-Quality,Non-Quality,Quality
'The product shall be able to be installed in the specified environment within 1 working day.',Quality,Quality,Quality,Quality,Quality,Quality
'The user shall easily locate instructions while using the product. User help can be found within 90% of the system.',Quality,Quality,Quality,Non-Quality,Quality,Quality
'The estimator shall search for available recycled parts using a list of preferred parts suppliers.',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The Disputes System shall accurately provide a list of possible reason codes for a given transaction. The list of possible reason codes must be derived based on the type of transaction and the industry that the merchant belongs to according to the business rules defined for the Disputes System.',Quality,Quality,Quality,Non-Quality,Non-Quality,Non-Quality
'If the leads score falls within the high average score then it will be process by the ARA functionality.',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'For each class within a sequence for a cohort Program Administrators and Nursing Staff Members shall be able to specify which quarter that class will be offered.',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The system shall resolve the zipcode for the street address city and state if zipcode is unknown.',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'For each shot the product shall mark the shot as a hit or miss on the offensive grid of the offensive player.',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Quality
'The system shall retain the available recycled parts and suppliers returned from the search.',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The available recycled parts information and their suppliers shall be returned to the user.',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The product must support Mozilla Firefox 1.0 and above.',Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The product shall allow the user to save the property search results.',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'Fit Criterion: Dr Susan Poslusny and Karen Sysol are the only people who shall have access to the final class section scheduling for the system that interfaces with CampusConnect.',Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'shall be able to stream purchased movie via Windows Media Player for up to 2 days aftere purchase date.',Non-Quality,Quality,Quality,Non-Quality,Non-Quality,Non-Quality
'The system shall be expected to manage the nursing program curriculum and class/clinical scheduling for a minimum of 5 years.',Quality,Quality,Quality,Non-Quality,Non-Quality,Quality
'Program Administrators/Nursing Staff Members shall have the ability to modify information relating to a Program of Study within the Nursing Department including the Program of study name and required classes for that Program of Study.',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'Users should only have to navigate through a maximum of 4 pages to create an account with the website.',Quality,Quality,Quality,Quality,Quality,Quality
'The WCS system shall have the ability to include data for regions outside the United States and be accessed by users outside of the United States if approved by CCR management.',Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The system shall be intuitive to the Program Administrators/Nursing Staff Members.',Quality,Quality,Quality,Non-Quality,Non-Quality,Quality
'Program Administrators/Nursing Staff Members are the only people who shall have access to clinical site details.',Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The product shall provide Dynamic Change Support and Transparent resource addition.The product shall support Transparent Resource addition and Dynamic Change support to provide scalability and avoid service interruptions of more than 1 day.',Quality,Quality,Quality,Non-Quality,Non-Quality,Non-Quality
'The product shall display room equipment according to search parameters.',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'If the shot was marked as a miss the product shall change the status of the offensive player to defensive',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'Website must be fully operational with MSN TV2.',Quality,Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality
'The product shall be available for use 24 hours per day 365 days per year',Quality,Quality,Quality,Quality,Quality,Quality
'The product interface should be fast. The response time of the product interface should not exceed 2 seconds 90% of the time. For 10% of the time the response time should not be more than 10 seconds.not be more than 10 seconds.',Quality,Quality,Quality,Quality,Quality,Quality
'The system will use the stored e-mail addresses as a primary means of communicating information to affected parties.',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The WCS system must run queries to the WCS databases once again (on a specified day) to update the available data available to CCR users. Queries must be made to external databases for data refresh once a week.',Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
The system shall be responsive. At the DePaul TeleServices Center when a supervisor uses the system to view a callers schedule the system response time must be no more than 2 seconds 90% of the time and no more than 5 seconds the rest of the time.',Quality,Quality,Quality,Quality,Quality,Quality
'Program Administrators/Nursing Staff Members shall have the ability to modify information relating to a Clinical Site including the clinical site name site contact person contact information and address.',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'Promotional updates to the website should take a day to update.',Quality,Quality,Quality,Non-Quality,Quality,Quality
'Website must interface with the CyberSource API to process credit card transactions.',Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The Disputes System must provide the user the ability to initiate a single dispute case on multiple transactions that belong to a single merchant.',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The Disputes application must conform to the legal requirements as specified by Regulation E and Regulation Z that govern credit card disputes processing.',Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'All aspects of the website shall be accessed by a web browser over the Internet.',Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Quality
'The product shall provide Monitoring Services.The product shall be easy for System Administrators and DBAs to use after two weeks of usage.',Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'For each shot the product shall examine the defensive grid of the defensive player to determine whether the shot was a hit or miss.',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Quality
'The product shall adhere to the corporate Architecture guidelines',Quality,Quality,Non-Quality,Quality,Non-Quality,Quality
'Movies can only be streamed if the customer has purchased a movie and is within the 2-day time period to stream the movie.',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The System shall allow entering storing and modifying product formulas.',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The Disputes application must maintain a detailed history of every action that a user takes on a dispute case. This ensures a complete audit trail if questions arise later on with regard to a particular dispute case.',Quality,Quality,Quality,Non-Quality,Non-Quality,Quality
'Any interface between a user and the automated system shall have a maximum response time of 5 seconds unless noted by an exception below.',Quality,Quality,Quality,Quality,Quality,Quality
'The product shall record meeting entries.',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'A customer can only stream a movie if they purchased it and are within the 2 day viewing period.',Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'system shall be able to handle all of the user requests/usage during business hours.',Quality,Quality,Quality,Non-Quality,Quality,Quality
'The product shall interface with the ChoiceParts system once per day at approximately 1:00 AM.',Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'A database management system such as Oracle DB2 MySql or HSQL will need to be integrated with the product.',Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'Every registered user will have access to the product’s support site via the Internet. 70% of registered users shall find a solution to their problem within 5 minutes of using the support site.',Quality,Non-Quality,Quality,Non-Quality,Quality,Non-Quality
'The product shall prevent a player from viewing the offensive or defensive grids of the other player.',Non-Quality,Quality,Quality,Non-Quality,Non-Quality,Non-Quality
'The leads washing functionality will validate all leads received by the web service for valid data',Non-Quality,Quality,Quality,Non-Quality,Non-Quality,Non-Quality
'The user shall search for the preferred repair facility using vehicle vehicle location and radius in miles',Non-Quality,Quality,Quality,Non-Quality,Non-Quality,Non-Quality
'Each page shall contain a similar format with action items in one location and navigation buttons in a different location.',Quality,Quality,Non-Quality,Quality,Non-Quality,Quality
'The WCS system shall have the ability to connect other designated WCS databases currently not included in the system.',Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The system shall be able to display a printable summary for individual cohorts which will include the students enlisted the Program of study sequence of classes cohort progress through the program and timeline of completion.',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The product shall be updated on a regular basis.The product will have a new major feature introduced every six months and quarterly maintenance releases every six months.',Quality,Quality,Non-Quality,Quality,Non-Quality,Non-Quality
'The system will notify affected parties when changes occur affecting clinicals including but not limited to clinical section capacity changes and clinical section cancellations.',Non-Quality,Quality,Quality,Non-Quality,Non-Quality,Non-Quality
'The system shall link Events back to either the Sync Matrix 1.0 or the Exercise Managment Tool 1.0 applications for modifications.',Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The current repair facility ratings shall be displayed to the user.',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The product and/or dependent databases/filesystems shall remain operational as a result of the input of malicious data. The product and/or dependent databases/filesystems shall not crash 100% of the time that malicious data is input into the product.',Quality,Quality,Quality,Quality,Quality,Non-Quality
'The product shall allow a user to identify himself or herself as a player.',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The system shall display the Events in a graph by time.',Non-Quality,Quality,Quality,Non-Quality,Non-Quality,Quality
'Vendor will submit a credit validation record to be applied to the enterprise billing system.',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The System shall generate Inventory Quantity Adjustment document automatically when daily Product Sales data is available.',Non-Quality,Quality,Quality,Non-Quality,Non-Quality,Non-Quality
'Dr Susan Poslusny and Dr Julie Donalek are the only people who shall have access to students’ personal information.',Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'All changes updates and additions to the WCS system shall be updated in the WCS Developer and WCS User Guides. Every change must be reflected in WCS system documentation',Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'Formula substitutionary ingredients shall be kept in persisted order',Non-Quality,Quality,Quality,Non-Quality,Non-Quality,Non-Quality
'The product shall comply with City of Chicago Application Development Guide Framework.Application Development Framework will provide structured Graphical User Interface.',Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The ratings shall include categories for attempted use of recycled parts and actual use of recycled parts',Non-Quality,Quality,Quality,Non-Quality,Non-Quality,Non-Quality
'The website should appeal to all Africans not only Nigerians.',Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'Users shall be able to view at least 25 NFL player statistics and points on each page.',Quality,Quality,Quality,Non-Quality,Non-Quality,Quality
'The system shall interface with the student master server.',Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The RFS system should be able to easily interface with the BDW environment in order to load the data. • 7 data files shall be received from the BDW and loaded into the RFS system within 3 hours one day prior to the start of budgeting process every year. The data will be as of October month-end. Test files (7) shall be loaded up to 5 times throughout the year from the BDW.',Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The table side of the display shall be split into 2 regions: sequential and temporal.',Quality,Quality,Quality,Quality,Quality,Quality
'The website will use standard Internet conventions when interacting with the user.',Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Quality
'Application updates shall occur between 3AM and 6 AM CST on Wednesday morning during the middle of the NFL season.',Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The website shall be attractive to all audiences. The website shall appear to be fun and the colors should be bright and vibrant.',Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Quality
'The system shall reveal private information only in compliance with the organization’s information policy.',Quality,Quality,Quality,Non-Quality,Non-Quality,Quality
'The system will display a blank set of ratings if there are not ratings yet defined.',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The product shall store new conference rooms.',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'Program Administrators/Nursing Staff Members shall have the ability to modify information relating to a Clinical Lab Section including the clinical site name the department/section for the lab the class instructor day and time of lab and contact information.',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The system shall be able to display a printable summary for individual clinical sites which will include information on labs being held at that site for the given quarter (Clinical site general information on labs held at that location dates and times of all labs held there).',Non-Quality,Quality,Quality,Non-Quality,Non-Quality,Non-Quality
'Maintenance releases will be offered to customers once a year. The releases shall take no longer than 5 minutes for 80% of the customer base to install.',Quality,Quality,Quality,Non-Quality,Non-Quality,Quality
'The system shall be able to display a report of needed classes for a given quarter for all cohorts of all programs for Program Administrators/Nursing Staff Members’ planning purposes.',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The system shall have a professional appearance',Quality,Quality,Quality,Quality,Quality,Quality
'Users shall feel satisfied using the product. 85% of all users will be satisfied with the product.',Quality,Quality,Quality,Non-Quality,Quality,Quality
'The product shall be robust.The product shall have fault avoidance based on standards adoption.',Quality,Quality,Quality,Quality,Quality,Quality
'The leads washing functionality will store any potential lead duplicates returned by the enterprise system.',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The product shall be available 99% of the time. Rationale: To avoid service interruption during busiest customer service response periods. The product shall be available 99.99% of the time for regular business days.',Quality,Quality,Quality,Quality,Quality,Quality
'Classes for a given cohort shall not conflict with regards to the time and day that they are offered.',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The product shall record updated meeting agendas.',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The system shall be capable of processing 100% of nursing students and their classes for the next 10 years.',Quality,Quality,Quality,Non-Quality,Quality,Quality
'The system shall be easy to use by the Program Administrators/Nursing Staff Members.',Quality,Quality,Quality,Non-Quality,Non-Quality,Quality
'Realtor shall be able to generate a CMA report based on property criteria',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Quality
'Every user of the system shall be authenticated and authorized.',Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The product shall be able to send meeting notifications via different kinds of end-user specified methods.',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Quality
'At the start of each turn the product shall notify each player of his or her status.',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Quality
'The message board shall contain the 5 most recently posted messages on the league page. The messages will contain up to the first 150 characters of the message.',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The product shall allow the user to view previously downloaded search results CMA reports and appointments.',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The product shall maintain the status of each player for a turn either offensive or defensive.',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Quality
'The system shall be built such that it is as secure as possible from malicious interference.',Quality,Quality,Quality,Quality,Quality,Quality
'The product shall allow the user to select a chosen language from one of the target market countries.',Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The product shall notify building personnel of equipment transport requests.',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'When streaming a movie the buffering time should take no longer than 10 seconds (plus any latency on the user’s connection.)',Quality,Quality,Quality,Quality,Quality,Quality
'The product shall retain the customer’s buying preferences and information.',Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Quality
'The product will require collaboration with a database management system (DBMS). The DBMS may be located on the same machine as the product or on a separate machine residing on the same computer network.',Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'If a user account is revoked it can only be re-instantiated by the System Administrator.',Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The system shall be intuitive and self explanatory.',Quality,Quality,Quality,Quality,Quality,Quality
'The application shall run on a web application server.',Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The product will be available for licensing as a one-server two-five servers or five-or-more servers license.',Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'A staff member shall have the ability to manage the progress of a part time student which includes modifying their sequence of classes and timeline of classes.',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'Program Administrators and Nursing Staff Members shall be able to add new classes to a sequence of classes',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The product shall continue to assign turns until the game is ended.',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Quality
'A non-clinical class shall specify the course name lecture room requirements and instructor needs.',Non-Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'All actions that modify an existing dispute case must be recorded in the case history.',Quality,Quality,Quality,Non-Quality,Non-Quality,Non-Quality
'The Brio portion of the WCS system must be able to export files in spreadsheet form (Microsoft Excel and Lotus 1-2-3 formats). Brio will provide buttons in the user interface that produce/export reports in .xls or .123 file formats.',Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The product shall have security.The product shall provide authentication and authorization.',Quality,Quality,Quality,Non-Quality,Quality,Non-Quality
'The product shall be capable of handling up to 1 000 concurrent requests. This number will increase to 2 000 by Release 2. The concurrency capacity must be able to handle peak scheduling times such as early morning and late afternoon hours.',Quality,Quality,Quality,Non-Quality,Quality,Quality
'The System shall allow for a minimum of 6 users to work at the same time.',Quality,Quality,Quality,Quality,Quality,Quality
The system shall be easy to use by callers and supervisors. Callers and supervisors must be able to accomplish any system task within 2 minutes.',Quality,Quality,Quality,Quality,Quality,Quality
'The product shall display each type of ship in a grid using an image of the specific type of ship.',Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'Product formulas shall allow use of semi-products which have own formulas.',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'For each turn the product shall allow the offensive player to define a shot.',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Quality
The product shall ensure that only supervisors can advertise empty time slots.The product must ensure that supervisors are allowed to access advertise empty time slots.',Quality,Quality,Quality,Non-Quality,Non-Quality,Non-Quality
'The system shall contain contact information (e-mail and phone number) for all people relevant to the system including (but not limited to) staff members students lecture instructors clinical lab instructors and clinical site administrators.',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The product will be able to delete conference rooms.',Non-Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The system shall display data from the Sync Matrix 1.0 and Exercise Management Tool 1.0 applications',Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The product shall simulate the look of ships at sea.',Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The product shall send a meeting confirmation to the meeting organizer.',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'Program Administrators and Nursing Staff Members shall be able to add new classes for the nursing department into the system.',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'If the leads score falls within the low average then it will be returned to the supplying vendor',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'No lead evaluation will complete in a time period longer than 25 seconds for 97% of all leads processed.',Quality,Quality,Quality,Quality,Quality,Quality
'A clinical lab section shall include the clinical site name the class instructor day and time of the lab.',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The vehicle location shall include street address city state and zipcode',Non-Quality,Quality,Quality,Non-Quality,Non-Quality,Non-Quality
'90% of untrained realtors shall be able to install the product on their device without printed instructions',Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Quality
'The system shall operate within the Windows XP Professional operating system.',Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The Disputes System must allow the users to select disputable transactions (based on the age of the transaction) from a user interface and initiate a dispute (ticket retrieval request or chargeback notification) on the selected transaction.',Non-Quality,Quality,Quality,Non-Quality,Non-Quality,Non-Quality
'The product must be able to interface with various database management systems. The product shall communicate successfully with the database management system on 100% of all transactions.',Quality,Quality,Quality,Non-Quality,Non-Quality,Quality
'The System shall granularly control access rights to all major subsystems. It should be possible to assign access rights to all subsystems independently.',Quality,Quality,Quality,Non-Quality,Non-Quality,Non-Quality
'The product shall allow a player to position ships horizontally on their grid.',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Quality
'When a ship is sunk the product shall simulate the sound of a sinking ship.',Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Quality
'The system shall provide a history report of changes made to the Activity or Event data',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The customer shall be able to easily integrate new building maps with the product throughout the product’s lifecycle. Integration of new maps with the product shall be possible with little to no support from product support staff.',Quality,Quality,Quality,Non-Quality,Non-Quality,Quality
'100% of the cardmember and merchant services representatives shall use the Disputes application regularly after a 2-day training course.',Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The product shall be available for distribution as a packaged CD.',Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The preferred repair facility ratings shall be saved within 5 seconds. The save shall occur within 5 seconds.',Quality,Quality,Quality,Quality,Quality,Quality
'When the offensive player takes a shot the product shall simulate the sound of a ship at sea.',Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The list of dispute cases that are displayed after a search is performed must be color coded for easy identification of dispute cases based upon the dispute case status.',Quality,Quality,Quality,Non-Quality,Quality,Quality
'The system shall allow a user to define the time segments',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The audit report shall include the total number of recycled parts used in the estimate.',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The ratings shall be from a scale of 1-10',Non-Quality,Quality,Quality,Non-Quality,Quality,Quality
'The system shall be used within the specifications defined by the computers used by the Program Administrators/Nursing Staff Members.',Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The system shall use the organization’s standard virus protection software to help monitor threats to itself.',Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'Administrator shall be able to activate a pre-paid card via the Administration section in under 5 seconds.',Quality,Quality,Quality,Quality,Quality,Quality
'One insurance company shall not be able to view another insurance companys claim data.',Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The adjuster shall be able to override the preferred repair facitlity on the estimate assignment.',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'When a shot is marked as a hit the product shall simulate the sound of a shot hitting its target.',Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Quality
'The product must comply with Sarbanes-Oxley.',Quality,Quality,Quality,Non-Quality,Non-Quality,Non-Quality
'The user interface shall have standard menus buttons for navigation',Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The leads washing functionality will have an interface in which lead data parameters can be maintained.',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'Program Administrators and Nursing Staff Members shall be able to specify the preferred sequence of classes for a given cohort.',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The website should use Flash to provide animation on the home page.',Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The product shall be able to process 10 000 transactions per hour within two years of its launch. This number will increase to 20 000 by Release 2.',Quality,Quality,Quality,Non-Quality,Quality,Quality
'The leads washing functionality shall receive a period list of available reps from the enterprise system.',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'Recreation of Inventory Quantity Adjustment for the period of previous 30 days shall take no more than 30min.',Quality,Quality,Quality,Quality,Quality,Quality
'A primary database will be used to store cached data for active users.',Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The product shall be easy to learn by Adjusters and Collision Estimators. The product shall be learned with two days onsite training',Quality,Quality,Quality,Non-Quality,Non-Quality,Non-Quality
'The system shall prevent malicious attacks including denial of service.',Quality,Quality,Quality,Non-Quality,Quality,Quality
'The product must be highly configurable for use with various database management systems for the end users. 80% of end users are able to integrate new database management systems with the product without changing the product’s software code.',Quality,Quality,Quality,Non-Quality,Non-Quality,Non-Quality
'The system shall be able to display a printable summary for individual clinical labs which will include (but not be limited to) class name class number lab section listing of students enrolled instructor day(s) time and location.',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The product shall record different meeting types.',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The search for recycled parts shall take no longer than 15 seconds. The search results shall be returned in under 15 seconds.',Quality,Quality,Quality,Quality,Quality,Quality
'The process must fit within the processing time conditions set forth by the Auto Rep Assignment process in which a lead is assigned within 3 minutes of the total life cycle.',Quality,Quality,Quality,Non-Quality,Non-Quality,Quality
'All updates to data files or database must be initiated from the Disputes System.',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The product shall be robust with fault tolerance.The product shall have fault tolerance by using recovery technique compensatory transaction and routing around failures.',Quality,Quality,Quality,Quality,Quality,Quality
'A user shall be able to use the system without instruction after a short amount of time. After one use a user should understand and remember 90% of the system usage and navigation.',Quality,Quality,Quality,Quality,Quality,Quality
'Once a game is initiated the product shall allow each player to position their 5 ships on their respective defensive grids.',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The system shall help the user avoid making mistakes while scheduling classes and clinicals for the nursing students.',Quality,Quality,Quality,Non-Quality,Non-Quality,Quality
'The Disputes System shall allow the user to create or initiate a chargeback request. The system must prompt the user to enter the required information to initiate a chargeback request. The chargeback request results in a printed chargeback notification that is sent to merchant indicating that their account will be charged back if no proof is provided that the disputed transaction is valid.',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The system must use a point and click interface. 100% of all selection and navigation functionality must be able to be activated/selected by either a mouse or a keyboard',Quality,Quality,Quality,Non-Quality,Quality,Quality
'The product shall be able to store new room equipment.',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The product shall produce search results in an acceptable time',Quality,Quality,Quality,Non-Quality,Quality,Quality
'The product shall protect the identity of the players. The product shall provide players no access to information that might reveal the identity of another player.',Quality,Quality,Quality,Non-Quality,Quality,Non-Quality
'The leads washing functionality will verify the users authentication and rights to make parameter updates.',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The product shall allow a user to remove himself or herself from the list of players at any time.',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
